Microorganism,Code,Library,Type,Selected,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_Arbovirus,preset_ARChetype Syndromic CRF_ARI,preset_Recommended Outcomes_Dengue,preset_ARChetype Syndromic CRF_Encephalitis,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Syndromic CRF_VHF,Comment,Value
SARS-CoV-2 Alfa - B.1.1.7,840533020.0,SNOMED,virus,,,,,,,,,,,,,,306
Antígeno SARS-CoV-2,840536004.0,SNOMED,virus (substance),,,,,,,,,,,,,,307
Anticorpo IgG SARS-CoV-2,63000000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,308
Anticorpo SARS-CoV-2 IgG/IgM,840535000.0,SNOMED,virus (substance),,,,,,,,,,,,,,309
Anticorpo IgM SARS-CoV-2,50600000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,310
Saccharomyces cerevisiae,765320007.0,SNOMED,fungi,,,,,,,,,,,,,,311
Salmonela,27268008.0,SNOMED,bacteria,,,,,,,,,,,,,,312
Salmonella hirschfeldii,32488009.0,SNOMED,bacteria,,,,,,,,,,,,,,313
Sapovírus,407362002.0,SNOMED,virus,,,,,,,,,,,,,,314
Cedosporium,31901009.0,SNOMED,fungi,,,,,,,,,,,,,,315
Schistosoma,53583001.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,316
Schistosoma guinensis,,,"parasite, helminth",,,,,,,,,,,,,,317
Schistosoma haematobium,3294004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,318
Schistosoma intercalatum,15685002.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,319
Schistosoma japonicum,5249008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,320
Schistosoma mansoni,11168007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,321
Schistosoma mekongi,75475007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,322
Serratia,42025004.0,SNOMED,bacteria,,,,,,,,,,,,,,323
Serratia liquefaciens,23787004.0,SNOMED,bacteria,,,,,,,,,,,,,,324
Serratia marcescens,33522002.0,SNOMED,bacteria,,,,,,,,,,,,,,325
Serratia ureilitica,450416004.0,SNOMED,bacteria,,,,,,,,,,,,,,326
Síndrome Respiratória Aguda Grave Coronavírus 2,1240000000000000.0,SNOMED,virus,,,,,,,,,,,,,,327
Coronavírus relacionado à síndrome respiratória aguda grave,415360003.0,SNOMED,virus,,,,,,,,,,,,,,328
Febre grave com síndrome de trombocitopenia (SFTS),722401001.0,SNOMED,virus,,,,,,,,,,,,1.0,,329
Shigella,77352002.0,SNOMED,bacteria,,,,,,,,,,,,,,330
Shigella boydii,55462008.0,SNOMED,bacteria,,,,,,,,,,,,,,331
Shigella disenteriae,43612004.0,SNOMED,bacteria,,,,,,,,,,,,,,332
Shigella flexneri,85729005.0,SNOMED,bacteria,,,,,,,,,,,,,,333
Shigella sonnei,4298009.0,SNOMED,bacteria,,,,,,,,,,,,,,334
Simplexvírus (gênero),314797000.0,SNOMED,virus,,,,,,,,,,,,,,335
Sphingomonas paucimobilis,243350004.0,SNOMED,bacteria,,,,,,,,,,,,,,336
Sporothrix schenckii,32662000.0,SNOMED,fungi,,,,,,,,,,,,,,337
Estafilococos,65119002.0,SNOMED,bacteria,,,,,,,,,,,,1.0,,338
Staphylococcus aureus,3092008.0,SNOMED,bacteria,,,,,,,,,,,,,,339
Staphylococcus capitis,40347003.0,SNOMED,bacteria,,,,,,,,,,,,,,340
Staphylococcus caprae,76969000.0,SNOMED,bacteria,,,,,,,,,,,,,,341
Staphylococcus cohnii,66872005.0,SNOMED,bacteria,,,,,,,,,,,,,,342
Staphylococcus epidermidis,60875001.0,SNOMED,bacteria,,,,,,,,,,,,,,343
Staphylococcus haemolyticus,83452006.0,SNOMED,bacteria,,,,,,,,,,,,,,344
Staphylococcus hominis,44827007.0,SNOMED,bacteria,,,,,,,,,,,,,,345
Staphylococcus hominis hominis,432505008.0,SNOMED,bacteria,,,,,,,,,,,,,,346
Staphylococcus lugdunensis,103494005.0,SNOMED,bacteria,,,,,,,,,,,,,,347
Staphylococcus pettenkoferi,428731005.0,SNOMED,bacteria,,,,,,,,,,,,,,348
Staphylococcus saprophyticus,19743000.0,SNOMED,bacteria,,,,,,,,,,,,,,349
Staphylococcus simulans,52122005.0,SNOMED,bacteria,,,,,,,,,,,,,,350
Staphylococcus warningi,63550006.0,SNOMED,bacteria,,,,,,,,,,,,,,351
Stenotrophomonas,115656007.0,SNOMED,bacteria,,,,,,,,,,,,,,352
Stenotrophomonas maltophilia,113697002.0,SNOMED,bacteria,,,,,,,,,,,,,,353
Estreptococo,58800005.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,354
Estreptococo alfa-hemolítico,60631002.0,SNOMED,bacteria,,,,,,,,,,,,,,355
Streptococcus anginoso,44304009.0,SNOMED,bacteria,,,,,,,,,,,,,,356
Grupo Streptococcus anginosus,415597009.0,SNOMED,bacteria,,,,,,,,,,,,,,357
Estreptococo beta-hemolítico,53490009.0,SNOMED,bacteria,,,,,,,,,,,,,,358
Streptococcus constellatus,76199005.0,SNOMED,bacteria,,,,,,,,,,,,,,359
Streptococcus disgalactiae,40812000.0,SNOMED,bacteria,,,,,,,,,,,,,,360
Estreptococo gallolítico,113985000.0,SNOMED,bacteria,,,,,,,,,,,,,,361
Estreptococo intermediário,62170002.0,SNOMED,bacteria,,,,,,,,,,,,,,362
Estreptococo mitis,57997003.0,SNOMED,bacteria,,,,,,,,,,,,,,363
Estreptococo oralis,19870004.0,SNOMED,bacteria,,,,,,,,,,,,,,364
Streptococcus parasanguinis,113990002.0,SNOMED,bacteria,,,,,,,,,,,,,,365
Streptococcus pneumoniae,9861002.0,SNOMED,bacteria,,,,,,,,,,,,,,366
Streptococcus pyogenes,80166006.0,SNOMED,bacteria,,,,,,,,,,,,,,367
Estreptococo salivarius,39888004.0,SNOMED,bacteria,,,,,,,,,,,,,,368
Streptococcus sanguinis,113993000.0,SNOMED,bacteria,,,,,,,,,,,,,,369
Streptococcus viridans,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,370
Grupo Streptococcus viridans,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,371
Strongyloides stercoralis,42625000.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,372
Taenia saginata,61085008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,373
Taenia solium,17966003.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,374
Talaromyces marneffei,71825007.0,SNOMED,fungi,,,,,,,,,,,,,,375
Togoviridae,129231002.0,SNOMED,virus,,,,,,,,,,,,,,376
Toxocara canis,88857009.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,377
Toxoplasma,61949005.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,378
Toxoplasma gondii,4649006.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,,,379
Triquinela espiralis,16439004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,380
Tricomonas,3764006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,381
Trichomonas vaginalis,22417000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,382
Tricófiton,88578003.0,SNOMED,fungi,,,,,,,,,,,,,,383
Trichosporon asahii,243475001.0,SNOMED,fungi,,,,,,,,,,,,,,384
Trichuris trichiura,5378007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,385
Tripanosoma,40740003.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,386
Trypanosoma brucei gambiense,20027006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,387
Trypanosoma brucei rhodesiense,79513002.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,388
Trypanosoma cruzi,88274000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,389
Enterococos resistentes à vancomicina (VRE),113727004.0,SNOMED,bacteria,,,,,,,,,,,,,,390
Vibrio cholerae,75953000.0,SNOMED,bacteria,,,,,,,,,,,,,,391
Vibrio parahaemolítico,11736008.0,SNOMED,bacteria,,,,,,,,,,,,,,392
Vibrio vulnificus,55905000.0,SNOMED,bacteria,,,,,,,,,,,,,,393
Vírus do Nilo Ocidental,57311007.0,SNOMED,virus,,,,,,,,,,1.0,,1.0,,394
Wuchereria bancrofti,84925004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,395
Levedura,62093005.0,SNOMED,fungi,,,,,,,,,,,,,,396
Yersinia pestis,54365000.0,SNOMED,bacteria,,,,,,,,,,,,,,397
Vírus Zika,50471002.0,SNOMED,virus,,,,,,,1.0,,,1.0,1.0,,,398
Vírus Chikungunya,,,virus,,,,,,,1.0,,,,1.0,,,399
Vírus Oropouche,,,virus,,,,,,,1.0,,,,,,,400
Ebolavírus do Zaire (ZEBOV),425092008.0,SNOMED,virus,,,,,,,,,,,,1.0,,401
Ebolavírus do Sudão (SUDV),424116003.0,SNOMED,virus,,,,,,,,,,,,1.0,,402
Reston ebolavírus (RESTV),422448009.0,SNOMED,virus,,,,,,,,,,,,1.0,,403
Ebolavírus da Floresta Taï (TAFV),,SNOMED,virus,,,,,,,,,,,,1.0,,404
Ebolavírus Bundibugyo (BDBV),450597006.0,SNOMED,virus,,,,,,,,,,,,1.0,,405
"Vírus da dengue, tipo 1",60588009.0,SNOMED,virus,,,,,,,,,,,,,,406
"Vírus da dengue, tipo 2",41328007.0,SNOMED,virus,,,,,,,,,,,,,,407
"Vírus da dengue, tipo 3",8467002.0,SNOMED,virus,,,,,,,,,,,,,,408
"Vírus da dengue, tipo 4",36700002.0,SNOMED,virus,,,,,,,,,,,,,,409
Vírus da encefalite transmitida por carrapatos (TBE),32323003.0,SNOMED,virus,,,,,,,,,,,,,,410
Vírus da febre amarela,26630006.0,SNOMED,virus,,,,,,,,,,,,1.0,,411
