Microorganism,Code,Library,Type,Selected,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_Arbovirus,preset_ARChetype Syndromic CRF_ARI,preset_Recommended Outcomes_Dengue,preset_ARChetype Syndromic CRF_Encephalitis,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Syndromic CRF_VHF,Comment,Value
Anticuerpo IgG contra el SARS-CoV-2,63000000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,308
Anticuerpo IgG/IgM contra el SARS-CoV-2,840535000.0,SNOMED,virus (substance),,,,,,,,,,,,,,309
Anticuerpo IgM contra el SARS-CoV-2,50600000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,310
Saccharomyces cerevisiae,765320007.0,SNOMED,fungi,,,,,,,,,,,,,,311
Salmonela,27268008.0,SNOMED,bacteria,,,,,,,,,,,,,,312
Salmonella hirschfeldii,32488009.0,SNOMED,bacteria,,,,,,,,,,,,,,313
Sapovirus,407362002.0,SNOMED,virus,,,,,,,,,,,,,,314
Scedosporio,31901009.0,SNOMED,fungi,,,,,,,,,,,,,,315
esquistosoma,53583001.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,316
Schistosoma guineensis,,,"parasite, helminth",,,,,,,,,,,,,,317
esquistosoma haematobio,3294004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,318
esquistosoma intercalatum,15685002.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,319
Schistosoma japonicum,5249008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,320
esquistosoma mansoni,11168007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,321
Schistosoma mekongi,75475007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,322
Serratía,42025004.0,SNOMED,bacteria,,,,,,,,,,,,,,323
Serratia liquefaciens,23787004.0,SNOMED,bacteria,,,,,,,,,,,,,,324
Serratia marcescens,33522002.0,SNOMED,bacteria,,,,,,,,,,,,,,325
Serratia ureílica,450416004.0,SNOMED,bacteria,,,,,,,,,,,,,,326
Síndrome Respiratorio Agudo Severo Coronavirus 2,1240000000000000.0,SNOMED,virus,,,,,,,,,,,,,,327
Coronavirus relacionado con el síndrome respiratorio agudo severo,415360003.0,SNOMED,virus,,,,,,,,,,,,,,328
Fiebre severa con síndrome de trombocitopenia (SFTS),722401001.0,SNOMED,virus,,,,,,,,,,,,1.0,,329
Shigella,77352002.0,SNOMED,bacteria,,,,,,,,,,,,,,330
Shigella boydii,55462008.0,SNOMED,bacteria,,,,,,,,,,,,,,331
Shigella disenteriae,43612004.0,SNOMED,bacteria,,,,,,,,,,,,,,332
Shigella flexneri,85729005.0,SNOMED,bacteria,,,,,,,,,,,,,,333
Shigella sonnei,4298009.0,SNOMED,bacteria,,,,,,,,,,,,,,334
Simplexvirus (Género),314797000.0,SNOMED,virus,,,,,,,,,,,,,,335
Sphingomonas paucimobilis,243350004.0,SNOMED,bacteria,,,,,,,,,,,,,,336
Sporothrix schenckii,32662000.0,SNOMED,fungi,,,,,,,,,,,,,,337
Estafilococo,65119002.0,SNOMED,bacteria,,,,,,,,,,,,1.0,,338
Estafilococo aureus,3092008.0,SNOMED,bacteria,,,,,,,,,,,,,,339
Estafilococo de la cabeza,40347003.0,SNOMED,bacteria,,,,,,,,,,,,,,340
Staphylococcus caprae,76969000.0,SNOMED,bacteria,,,,,,,,,,,,,,341
Estafilococo cohnii,66872005.0,SNOMED,bacteria,,,,,,,,,,,,,,342
Estafilococo epidermidis,60875001.0,SNOMED,bacteria,,,,,,,,,,,,,,343
Estafilococo haemolítico,83452006.0,SNOMED,bacteria,,,,,,,,,,,,,,344
Estafilococo hominis,44827007.0,SNOMED,bacteria,,,,,,,,,,,,,,345
Estafilococo hominis hominis,432505008.0,SNOMED,bacteria,,,,,,,,,,,,,,346
Staphylococcus lugdunensis,103494005.0,SNOMED,bacteria,,,,,,,,,,,,,,347
Staphylococcus pettenkoferi,428731005.0,SNOMED,bacteria,,,,,,,,,,,,,,348
Staphylococcus saprophyticus,19743000.0,SNOMED,bacteria,,,,,,,,,,,,,,349
Estafilococo simulans,52122005.0,SNOMED,bacteria,,,,,,,,,,,,,,350
estafilococo warneri,63550006.0,SNOMED,bacteria,,,,,,,,,,,,,,351
estenotrofomonas,115656007.0,SNOMED,bacteria,,,,,,,,,,,,,,352
Stenotrophomonas maltofilia,113697002.0,SNOMED,bacteria,,,,,,,,,,,,,,353
Estreptococo,58800005.0,SNOMED,bacteria,,,,,,,,,,1.0,,,,354
Streptococcus alfa-hemolítico,60631002.0,SNOMED,bacteria,,,,,,,,,,,,,,355
estreptococo anginosus,44304009.0,SNOMED,bacteria,,,,,,,,,,,,,,356
Grupo Streptococcus anginosus,415597009.0,SNOMED,bacteria,,,,,,,,,,,,,,357
Estreptococo beta-hemolítico,53490009.0,SNOMED,bacteria,,,,,,,,,,,,,,358
Estreptococo constellatus,76199005.0,SNOMED,bacteria,,,,,,,,,,,,,,359
Streptococcus disgalactiae,40812000.0,SNOMED,bacteria,,,,,,,,,,,,,,360
Estreptococo gallolítico,113985000.0,SNOMED,bacteria,,,,,,,,,,,,,,361
Estreptococo intermedio,62170002.0,SNOMED,bacteria,,,,,,,,,,,,,,362
estreptococo mitis,57997003.0,SNOMED,bacteria,,,,,,,,,,,,,,363
Estreptococo oral,19870004.0,SNOMED,bacteria,,,,,,,,,,,,,,364
Streptococcus parasanguinis,113990002.0,SNOMED,bacteria,,,,,,,,,,,,,,365
Estreptococo neumonía,9861002.0,SNOMED,bacteria,,,,,,,,,,,,,,366
Estreptococo pyogenes,80166006.0,SNOMED,bacteria,,,,,,,,,,,,,,367
Estreptococo salivario,39888004.0,SNOMED,bacteria,,,,,,,,,,,,,,368
Estreptococo sanguinis,113993000.0,SNOMED,bacteria,,,,,,,,,,,,,,369
Estreptococo viridans,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,370
Grupo Streptococcus viridans,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,371
Strongyloides stercoralis,42625000.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,372
Taenia saginata,61085008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,373
Tenia solium,17966003.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,374
Talaromyces marneffei,71825007.0,SNOMED,fungi,,,,,,,,,,,,,,375
Togoviridae,129231002.0,SNOMED,virus,,,,,,,,,,,,,,376
toxocara canis,88857009.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,377
toxoplasma,61949005.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,378
Toxoplasma gondii,4649006.0,SNOMED,"parasite, protozoa",,,,,,,,,,1.0,,,,379
Trichinella espiralis,16439004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,380
Tricomonas,3764006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,381
Trichomonas vaginalis,22417000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,382
Tricófito,88578003.0,SNOMED,fungi,,,,,,,,,,,,,,383
Trichosporon asahii,243475001.0,SNOMED,fungi,,,,,,,,,,,,,,384
Trichuris trichiura,5378007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,385
tripanosoma,40740003.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,386
Trypanosoma brucei gambiense,20027006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,387
Trypanosoma brucei rhodesiense,79513002.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,388
tripanosoma cruzi,88274000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,389
Enterococo resistente a la vancomicina (ERV),113727004.0,SNOMED,bacteria,,,,,,,,,,,,,,390
Vibrio cholerae,75953000.0,SNOMED,bacteria,,,,,,,,,,,,,,391
Vibrio parahaemolyticus,11736008.0,SNOMED,bacteria,,,,,,,,,,,,,,392
Vibrio vulnificus,55905000.0,SNOMED,bacteria,,,,,,,,,,,,,,393
Virus del Nilo Occidental,57311007.0,SNOMED,virus,,,,,,,,,,1.0,,1.0,,394
Wuchereria bancrofti,84925004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,395
Levadura,62093005.0,SNOMED,fungi,,,,,,,,,,,,,,396
Yersinia pestis,54365000.0,SNOMED,bacteria,,,,,,,,,,,,,,397
virus zika,50471002.0,SNOMED,virus,,,,,,,1.0,,,1.0,1.0,,,398
virus chikunguña,,,virus,,,,,,,1.0,,,,1.0,,,399
virus de oropouche,,,virus,,,,,,,1.0,,,,,,,400
Ébolavirus de Zaire (ZEBOV),425092008.0,SNOMED,virus,,,,,,,,,,,,1.0,,401
Ébolavirus de Sudán (SUDV),424116003.0,SNOMED,virus,,,,,,,,,,,,1.0,,402
Ébolavirus Reston (RESTV),422448009.0,SNOMED,virus,,,,,,,,,,,,1.0,,403
Ébolavirus del bosque de Tai (TAFV),,SNOMED,virus,,,,,,,,,,,,1.0,,404
Ébolavirus Bundibugyo (BDBV),450597006.0,SNOMED,virus,,,,,,,,,,,,1.0,,405
"Virus del dengue, tipo 1",60588009.0,SNOMED,virus,,,,,,,,,,,,,,406
"Virus del dengue, tipo 2",41328007.0,SNOMED,virus,,,,,,,,,,,,,,407
Virus del dengue tipo 3,8467002.0,SNOMED,virus,,,,,,,,,,,,,,408
"Virus del dengue, tipo 4",36700002.0,SNOMED,virus,,,,,,,,,,,,,,409
Virus de la encefalitis transmitida por garrapatas (TBE),32323003.0,SNOMED,virus,,,,,,,,,,,,,,410
virus de la fiebre amarilla,26630006.0,SNOMED,virus,,,,,,,,,,,,1.0,,411
