Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_chrkidney,Chronic kidney disease,"1, Yes | 0, No | 99, Unknown","This is defined as a clinician-diagnosed chronic kidney disease (CKD, also known as chronic kidney failure). The KDIGO and KDOQI definition of chronic kidney disease is kidney damage for 3 months, as defined by structural or functional abnormalities of the kidney, with or without decreased glomerular filtration rate (GFR), that can lead to decreased GFR, manifest by either: Pathologic abnormalities; or Markers of kidney damage, including abnormalities in the composition of the blood or urine, or abnormalities in imaging tests; or GFR <60 mL/min/1.73 m^2 for 3 months, with or without kidney damage.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_chrkidney_type,Stage of chronic kidney disease,"1, Stage 1 | 2, Stage 2 | 3, Stage 3a | 4, Stage 3b | 5, Stage 4 | 6, Stage 5 | 99, Unknown","This refers to the stage of chronic kidney disease (CKD) based on estimated glomerular filtration rate (eGFR). CKD Stages: 1 - Kidney damage, normal eGFR (90ml/min); 2 - Kidney damage, mild GFR decrease (60-89ml/min); 3a - Moderate GFR decrease (45-59ml/min); 3b - Moderate to severe GFR decrease (30-44ml/min); 4 - Severe GFR decrease (15-29ml/min); 5 - Kidney failure (<15ml/min or on dialysis).",Select the most appropriate option that corresponds to the stage of CKD based on eGFR.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_inf,Infectious comorbidities,,This refers to infection-related comorbidities.,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids,HIV,"1, Yes | 0, No | 99, Unknown","Defined as a person living with laboratory-confirmed Human Immunodeficiency Virus (HIV) 1 or 2 infection, or a patient with an Acquired Immunity Deficiency Syndrome (AIDS) defining illness. This is irrespective of the CD4 lymphocyte count/percentage or HIV viral load in blood. ART refers to anti-retroviral therapy and is distinct from pre-exposure prophylaxis (PrEP) or post-exposure prophylaxis (PEP).",Indicate the single most appropriate option that reflects the HIV/AIDS status of the patient and whether they are taking anti-retroviral therapy (ART).
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_art,Is the patient on anti-retroviral therapy (ART)?,"1, Yes | 0, No | 99, Unknown","Anti-retroviral therapy (ART) refers to drug therapy, for patients with HIV infection, which targets retrovirus function by multiple mechanisms to aggressively suppress HIV replication. It is distinct from pre-exposure prophylaxis (PrEP) or post-exposure prophylaxis (PEP).",Indicate the single most appropriate option that reflects the HIV/AIDS status of the patient and whether they are taking anti-retroviral therapy (ART).
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_arttype,Specify ART,,"This refers to antiretroviral therapy (ART) used in treatment of HIV infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles. It is distinct from pre-exposure prophylaxis (PrEP) or post-exposure prophylaxis (PEP).",Write the antiretroviral therapy (ART) drugs being used in treatment of HIV.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_cd4date,If HIV positive: CD4 count date,,This refers to the date of the most recent laboratory-based CD4 cell count available.,Enter the date. (Use the format DD/MM/YYYY)
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_cd4count,If HIV positive: Most recent CD4 count (cells/µL),,This refers to the date of the most recent laboratory-based CD4 cell count available.,Write the date in DD/MM/YYYY format.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_vrl,If HIV positive: Is HIV viral load detectable,"1, Yes | 0, No | 99, Unknown",Detectable typically includes suppressed (detected but <= 1000 copies/mL) and unsuppressed (>1000 copies/mL). Undetectable refers to viral load not detected by test used.,Indicate 'Yes' if detectable (includes; suppressed (detected but <= 1000 copies/mL) and unsuppressed (>1000 copies/mL)). Indicate 'No' if undetectable (viral load not detected by test used).
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_vrlno,Most recent HIV viral load (copies/mL),,Defined as the most recent laboratory-based HIV viral load available expressed in copies/mL.,Indicate the most recent laboratory-based HIV viral load available expressed in copies/mL.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_aids_vrlnodate,HIV viral load date,,This refers to the date of the most recent laboratory-based HIV viral load available.,Enter the date. (Use the format DD/MM/YYYY)
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_tuberculos,Tuberculosis,"1, Yes | 0, No | 99, Unknown","Defined as patients currently receiving treatment for tuberculosis, an infection caused by the bacterium Mycobacterium tuberculosis. Latent tuberculosis should not be included here. Patients who have been cured of tuberculosis should not be included here. Those who have chronic pulmonary sequelae following their tuberculosis should be included as chronic pulmonary disease.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_tuberculos_type,Specify tuberculosis type,"1, Active pulmonary | 4, Active extra-pulmonary| 99, Unknown","This refers to the type of Mycobacterium tuberculosis infection. Active pulmonary TB refers to bacterial infection that affects the lungs and is caused by Mycobacterium tuberculosis, with signs and symptoms including chronic cough with blood-tinged sputum, night sweats, fever, fatigue, and weight loss. Active extra-pulmonary TB refers to Mycobacterium tuberculosis infection involving organs other than the lungs (e.g., pleura, lymph nodes, abdomen, genitourinary tract, skin, joints and bones, or meninges). Latent TB refers to the asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.",Select the most appropriate option(s) that represents the type of Mycobacterium tuberculosis infection.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_tuberculos_latent,Latent tuberculosis,"1, Yes | 0, No | 99, Unknown","This refers to the asymptomatic presence of Mycobacterium tuberculosis in the body, which is determined by a positive result to a tuberculin skin test or interferon-gamma release assay.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_tuberculos_previous,Previous tuberculosis,"1, Yes | 0, No | 99, Unknown","This refers to previous history of active tuberculosis infection, irrespective of treatment status and disease outcome of previous infection","Indicate 'Yes', if this is condition existed prior to admission with this current illness."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hepbc,Chronic hepatitis B/C infection,"1, Yes | 0, No | 99, Unknown",Defined as chronic hepatitis due to infection by hepatitis B (HBV) or hepatitis C (HCV) virus. Do not include those with a documented cure of hepatitis C.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_heme,Haematological comorbidities,,This refers to comorbidities relating to the haematological system.,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_chrhematol,Chronic haematologic disease,"1, Yes | 0, No | 99, Unknown","This refers to chronic disorders of the blood and blood forming tissues. Examples include Polycythemia Vera, Myelodysplastic Syndromes (MDS). Does not include leukaemia, lymphoma or myeloma, which should be entered under malignancy. Does not include iron-deficiency anaemia which is explained by diet or chronic blood loss.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_recentblood,Blood transfusion in last month,"1, Yes | 0, No | 99, Unknown",This refers to a history of previous blood transfusion within the past month of a calendar year.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_sickle,Sickle cell disease,"1, Yes | 0, No | 99, Unknown",This refers to a genetic blood disorder characterized by the appearance of sickle-shaped red blood cells and anemia.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_sys,Systemic / general comorbidities,,This refers to systemic / general comorbidities.,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_rheumatolo,Rheumatologic disorder,"1, Yes | 0, No | 99, Unknown","Defined as an disorders of connective tissue, especially the joints and related structures characterised by inflammation, degeneration or metabolic derangement. It includes chronic arthropathies and arthritis, connective tissue disorders and vasculitides.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_rheumatolo_type,Specify  Rheumatologic disorder,"1, Osteoarthritis| 2,Rheumatoid Arthritis| 3, Systemic Lupus Erythematosus | 4, Ankylosing Spondylitis | 5, Psoriatic Arthritis | 99, Unknown | 88, Other","This refers to rheumatologic disorders. Osteoarthritis is a disabling joint disease characterized by degeneration of the joint complex that can have various causes, most notably advanced age and overuse. Rheumatoid Arthritis is a chronic, systemic autoimmune disorder characterized by inflammation in the synovial membranes and articular surfaces. Systemic Lupus Erythematosus is a chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes. Ankylosing Spondylitis is a chronic inflammatory disease of the axial skeleton that leads to partial or complete vertebral fusion and spine rigidity. Psoriatic Arthritis is a seronegative inflammatory arthritis found in patients with psoriasis.",Select the most appropriate option(s) which represent the rheumatologic disorder(s) experienced by the individual.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_rheumatolo_type_oth,Specify  Other Rheumatologic disorder,,This refers to rheumatologic disorders. ,"If 'Other', specify the rheumatologic disorder(s) experienced by the individual."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_asplenia,Asplenia,"1, Yes | 0, No | 99, Unknown","Defined as the anatomical absence of the spleen or functional asplenia secondary to a variety of disease states. This can include congenital absence (born without a spleen), or acquired absence, for example secondary to surgical removal.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_benignn,Benign neoplasm,"1, Yes | 0, No | 99, Unknown","This refers to a neoplasm characterized by the absence of atypical or malignant cytological and architectural features, and absence of invasive features or metastatic potential.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malignantn,Malignant neoplasm,"1, Yes | 0, No | 99, Unknown","Defined as a tumour composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Includes haematological malignancies, that are considered to be biologically active. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukaemias, melanomas, and sarcomas. It specifically does not include malignancies that have been cured or where there is no evidence of on-going disease relating to that malignancy following treatment.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malignantn_sol,Malignant solid neoplasm,"1, Yes | 0, No | 99, Unknown","Defined as a malignant neoplasm arising from solid tissues that do not include fluid areas (e.g., blood or bone marrow). Representative examples include carcinomas (adenocarcinomas or squamous cell carcinomas) and sarcomas. Hematopoietic and lymphoid tissue malignancies are not considered solid neoplasms and are covered as leukaemia and lymphoma below.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malignantn_leuk,Leukemia,"1, Yes | 0, No | 99, Unknown","Defined as a progressive, malignant disease of the blood-forming organs, characterized by distorted proliferation and development of leukocytes and their precursors in the blood and bone marrow. Leukemias were originally termed acute or chronic based on life expectancy but now are classified according to cellular maturity.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malignantn_lymp,Lymphoma,"1, Yes | 0, No | 99, Unknown","Defined as a malignant (clonal) proliferation of B- lymphocytes or T- lymphocytes which involves the lymph nodes, bone marrow and/or extranodal sites. This category includes Non-Hodgkin lymphomas and Hodgkin lymphomas.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_obesity,Obesity,"1, Yes | 0, No | 99, Unknown",Refers to body weight grossly above recommended standard. BMI >= 30 kg/m2 or other locally appropriate BMI cut off can be used to define obesity.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malnutriti,Malnutrition,"1, Yes | 0, No | 99, Unknown","This refers to any clinically identified deficiency in intake, either of total energy or of specific nutrients, that led to a dietetic intervention or referral prior to this admission.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_diabetes,Diabetes mellitus,"1, Yes | 0, No | 99, Unknown","Defined as a metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance or desensitization. This includes Type 1 diabetes mellitus, Type 2 diabetes mellitus, or Gestational diabetes (during previous pregnancy) requiring oral or subcutaneous treatment.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_diabetes_type,Diabetes mellitus type,"1, Type 1| 2, Type 2 | 3, Gestational diabetes | 99, Unknown","Refers to a subtype of diabetes mellitus that is characterized by insulin deficiency; it is manifested by the sudden onset of severe hyperglycemia, rapid progression to diabetic ketoacidosis, and death unless treated with insulin; the disease may occur at any age, but is most common in childhood or adolescence.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_diabetes_endorg,End organ damage from diabetes,"1, Yes | 0, No | 99, Unknown","Refers to irreparable damage to multiple organs/systems which is the result of chronic complications of diabetes. The affected organs/systems include the cardiovascular system, kidneys, eyes, nervous system, joints and feet.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hba1c,HbA1C result within last 6 months,,Haemoglobin A1C (HbA1C) is a blood test that measures average blood glucose level over the three months preceding the test result. It can be reported in different units (mmol/mol or %).,Enter the numerical value for HbA1C level. If there is no result for the patient in the last six months proceed onto the next question.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hba1c_units,HbA1C result within last 6 months (select units),"1, mmol/mol | 2, %",,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hba1c_mmolmol,HbA1C result within last 6 months (mmol/mol),,Haemoglobin A1C (HbA1C) is a blood test that measures average blood glucose level over the three months preceding the test result. It can be reported in different units (mmol/mol or %).,Enter the numerical value for HbA1C level expressed in mmol/mol. If there is no result for the patient in the last six months proceed onto the next question.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_hba1c_pcnt,HbA1C results within last 6 months (%),,Haemoglobin A1C (HbA1C) is a blood test that measures average blood glucose level over the three months preceding the test result. It can be reported in different units (mmol/mol or %).,Enter the numerical value for HbA1C level expressed as a percentage (%). If there is no result for the patient in the last six months proceed onto the next question.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_smoking,Ever smoked,"1, Yes | 0, No | 99, Unknown","This refers to smoking cigarettes, cigars, pipes or equivalent. Never smoker is defined as a person who has never smoked at the time of the assessment or has smoked less than 100 of the above items in their life. Do not include smoke-free tobacco products such as chewed tobacco or electronic nicotine delivery devices.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition. Indicate 'No' if the patient has never smoked (defined as a person who has never smoked at the time of the assessment or has smoked less than 1 of the above items in their life)."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_smoking_type,Smoking status,"1, Current smoker | 2, Former Smoker","This refers to smoking cigarettes, cigars, pipes or equivalent. Never smoker is defined as a person who has never smoked at the time of the assessment or has smoked less than 100 of the above items in their life. Do not include smoke-free tobacco products such as chewed tobacco or electronic nicotine delivery devices.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition. Indicate 'No' if the patient has never smoked (defined as a person who has never smoked at the time of the assessment or has smoked less than 1 of the above items in their life)."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_smoking_passive,Passive smoking (lives in same household as a smoker),"1, Yes | 0, No | 99, Unknown",This refers to increased risk of exposure to tobacco smoke products among individuals who do not smoke. This can result from sharing space with a smoker or from placental transfer from mother to fetus.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_alcohol,Alcohol dependency,"1, Yes | 0, No | 99, Unknown",This refers to a pattern of alcohol use that causes significant physical and psychosocial impairment or distress.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_intrdrug,Intravenous drug user,"1, Yes | 0, No | 99, Unknown",This refers to a disorder causing recurrent unprovoked seizures,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_orgtrans,Transplant recipient,"1, Yes | 0, No | 99, Unknown","This refers to an individual receiving (or has received) tissues or organs transferred from another individual of the same or different species, or from within the same individual.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_orgtrans_organ,Specify transplanted organ(s),"1, Lung | 2, Heart | 3, Kidney | 4, Liver | 5, Bone  | 6, Hematopoietic stem cell | 7, Cornea |  88, Other","This refers to the specific tissue(s) or organ(s) transferred from another individual of the same or different species, or from within the same individual.",Select all that apply.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_primaryimmuno,Primary immunodeficiency,"1, Yes | 0, No | 99, Unknown","This refers to immunodeficiency disease that arises independent of another pathologic process, disease, or injury.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_chemotherapy,Chemotherapy,"1, Yes | 0, No | 99, Unknown","This refers to treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_radiotherapy,Radiation therapy,"1, Yes | 0, No | 99, Unknown","This refers to the use of high-energy radiation from x-rays, gamma rays, neutrons, protons, and other sources to kill cancer cells and shrink tumors.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_steroidtherapy,Long term or high-dose corticosteroid therapy,"1, Yes | 0, No | 99, Unknown",This refers to use of exogenous corticosteroids in high-doses or for long term (typically for over 4 weeks) periods for the treatment of any disease or disorder.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_skincon,Relevant skin condition(s) (atopic dermatitis or active exfoliative skin conditions),"1, Yes | 0, No | 99, Unknown",This refers to any deviation from the normal structure or function of the skin or subcutaneous tissue that is manifested by a characteristic set of symptoms and signs.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_skincondesc,Describe the skin condition(s),,This refers to any deviation from the normal structure or function of the skin or subcutaneous tissue that is manifested by a characteristic set of symptoms and signs.,"If 'Yes', please give a description of the skin condition(s)."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malnut,Malnutrition,"1, Yes | 0, No | 99, Unknown","This refers to any clinically identified deficiency in intake, either of total energy or of specific nutrients, that led to a dietetic intervention or referral prior to this admission.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_malnut_muac,Mid-Upper Arm Circumference (cm),,This refers to an anthropometric measure of the circumference of the upper arm at the midpoint between the shoulder and elbow.,Indicate the mid-upper arm circumference measurement in cm.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_paed,Paediatric-specific  Comorbidities,,,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_premature,Prematurity (<37 weeks),"1, Yes | 0, No | 99, Unknown",This refers to a live birth between 20 weeks' and 37 weeks' gestation.,Indicate 'Yes' if the baby was born prematurely
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_conginmu,Congenital Immunodeficiency,"1, Yes | 0, No | 99, Unknown",This refers to a congenital deficiency or defect in one or more of the main components of the immune system.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_otherdesc,Other comorbidities,,,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_unlisted,Other relevant comorbidity(s),"1, Yes | 0, No | 99, Unknown",This refers to a comorbid condition(s) not listed above.,"Indicate 'Yes', if this is condition(s) existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,comor_mhdesc,Active Infections and Recent Risk Factors,,,
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_cpox,Active chickenpox,"1, Yes | 0, No | 99, Unknown",This refers to an active chickenpox infection caused by varicella zoster virus. ,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_meas,Active measles,"1, Yes | 0, No | 99, Unknown",This refers to active measles (rubeola) infection caused by the measles virus.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_actshingles,Active shingles (herpes zoster),"1, Yes | 0, No | 99, Unknown","This refers to an active case of shingles or herpes zoster dues to the reactivation of the varicella-zoster virus that has remained dormant, after the patient's initial exposure to the virus in the form of varicella (chickenpox).","Indicate 'Yes', if the patient currently has shingles (herpes zoster), a reactivation of varicella-zoster virus. Indicate 'No' if the patient has only had chickenpox in the past, or if the patient does not have a history of this condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_acthcv,Active Hepatitis C,"1, Yes | 0, No | 99, Unknown",This refers to an active case of hepatitis C virus infection.,"Indicate 'Yes', if the patient currently has active hepatitis C infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_acthbv,Active Hepatitis B,"1, Yes | 0, No | 99, Unknown",This refers to an active case of hepatitis B virus infection.,"Indicate 'Yes', if the patient currently has active hepatitis B infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_mumps,Active Mumps,"1, Yes | 0, No | 99, Unknown","This refers to an active mumps infection, which transmitted via infectious respiratory particles and primarily affects children, caused by mumps virus.","Indicate 'Yes', if the patient currently has active Mumps infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_zika,Active Zika,"1, Yes | 0, No | 99, Unknown",This refers to an active zika infection caused by zika virus.,"Indicate 'Yes', if the patient currently has active Zika infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_dengue,Active Dengue,"1, Yes | 0, No | 99, Unknown",This refers to an active dengue infection caused by dengue virus,"Indicate 'Yes', if the patient currently has active Dengue infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_enterovirus,Active Enterovirus,"1, Yes | 0, No | 99, Unknown","This refers to an active infection caused by viruses in the enterovirus genus, including poliovirus, Coxsackie A and B, and rhinovirus. ","Indicate 'Yes', if the patient currently has active Enterovirus infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_polio,Active Polio,"1, Yes | 0, No | 99, Unknown",This refers to an active infection caused by poliovirus,"Indicate 'Yes', if the patient currently has active Polio infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_rickettsial,Rickettsial infections,"1, Yes | 0, No | 99, Unknown","This refers to an active infectious bacterial disease caused by species of Rickettsia. Common manifestations include acute febrile illness associated with cutaneous lesions (e.g., rash and/or eschar).","Indicate 'Yes', if the patient currently has active Rickettsial infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_sti,Active sexually transmitted infection,"1, Yes | 0, No | 99, Unknown","Defined as infections due to or propagated by sexual contact including, chlamydia, genital herpes/warts, gonorrhea, HPV, public lice, syphilis, trichomoniasis, lymphogranuloma venereum. Do not include HIV/AIDS and chronic hepatitis, as specified in separate questions.","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_sti_type,Specify active STI,"1, Herpes Simplex Virus (HSV) | 2, Human Papillomavirus (HPV) | 3, Chlamydia | 4, Gonorrhoea | 5, Syphilis | 6, Mycoplasma genitalium | 99, Unknown | 88, Other","Defined as infections due to or propagated by sexual contact including, chlamydia, genital herpes/warts, gonorrhea, HPV, public lice, syphilis, trichomoniasis, lymphogranuloma venereum. Do not include HIV/AIDS and chronic hepatitis, as specified in separate questions.",Select all that apply.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_sti_oth,Specify other active STI,,"Defined as infections due to or propagated by sexual contact including, not listed above. Do not include HIV/AIDS and chronic hepatitis, as specified in separate questions.","If 'Other', specify the other active STI."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_malaria,Active malaria,"1, Yes | 0, No | 99, Unknown",This refers to active malaria infection caused by Plasmodium species.,"Indicate 'Yes', if the patient currently has an active malaria infection"
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_headinf,Head & Neck infection,"1, Yes | 0, No | 99, Unknown",This refers to various infections affecting the head and neck region,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
