Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_ivfluid,Líquidos intravenosos (parenterales),"1, Sí | 0, No | 99, Desconocido","Los líquidos intravenosos (IV) o parenterales se prescriben como sustitutos de líquidos, electrolitos, calorías, vitaminas y otras sustancias nutricionales. Los líquidos intravenosos pueden utilizarse para la rehidratación, el mantenimiento o la reanimación.",Indique «Sí» si el paciente recibió líquidos intravenosos en los 7 días anteriores a este ingreso/presentación más reciente.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_ivfluid_type,Tipo de líquido intravenoso,,"Se refiere al tipo de líquido parenteral o intravenoso (IV) que se prescribe como sustituto de líquidos, electrolitos, calorías, vitaminas y otras sustancias nutricionales. Los fluidos intravenosos pueden ser cristaloides (que suelen incluir cloruro de sodio al 0,9 % (solución salina normal), Ringer lactato (USP), cloruro de sodio al 0,45 % (solución salina semianormal), solución salina normal al 0,45 % + glucosa al 4 % (solución salina semianormal con dextrosa), cloruro de sodio al 0,18 %-0, 3 % de cloruro sódico + 4 % de glucosa (solución salina hipotónica con dextrosa), 5 % de glucosa (dextrosa al 5 % en agua), acetato de Ringer o Plasmalyte) o coloides (que suelen incluir gelatinas, almidones o albúmina). ",Seleccione los líquidos intravenosos recetados o tomados por el paciente en los 14 días anteriores a este ingreso/presentación más reciente
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_ivfluid_vol,Volumen total de líquido intravenoso en las últimas 24 horas (ml),,"Los líquidos parenterales o intravenosos (IV) se prescriben como sustitutos de líquidos, electrolitos, calorías, vitaminas y otras sustancias nutricionales. Los líquidos intravenosos (cristaloides y coloides) pueden utilizarse para la rehidratación, el mantenimiento o la reanimación.",Especifique el volumen total de líquidos intravenosos (cristaloides y coloides) recibidos por el paciente en las últimas 24 horas. Registre el volumen en mililitros (ml).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_ivfluid_reas,Indicación/motivo,"1, Shock | 2, Hematicrito alto/en aumento | 3, Anorexia | 4, Vómitos persistentes | 88, Otros","Se refiere a la indicación de líquidos intravenosos. El shock se refiere a la insuficiencia circulatoria que provoca un suministro inadecuado de oxígeno para satisfacer las necesidades metabólicas celulares. Se caracteriza por dos de los siguientes síntomas: evidencia de hipoperfusión (por ejemplo, llenado capilar lento, piel fría y pulso rápido y débil), presión del pulso estrecha (igual o inferior a 20 mmHg), hipotensión para la edad y taquicardia.",Indique la indicación para los líquidos intravenosos.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_ivfluid_reas_oth,Especifique otro motivo,,"Se refiere a la indicación de líquidos intravenosos. El shock se refiere a una insuficiencia circulatoria que provoca un suministro inadecuado de oxígeno para satisfacer las necesidades metabólicas de las células. Se caracteriza por dos de los siguientes síntomas: evidencia de hipoperfusión (por ejemplo, llenado capilar lento, piel fría y pulso rápido y débil), presión del pulso estrecha (igual o inferior a 20 mmHg), hipotensión para la edad y taquicardia.","Si es «Otra», escriba la indicación para los líquidos intravenosos."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_fluid_oral,rehidratación oral,"1, sí | 0, No | 99, Desconocido","Se refiere a líquidos de rehidratación oral (enteral), excluidos aquellos que el paciente consume de forma dietética no prescrita.","Indique 'Sí', si el paciente recibió líquidos de rehidratación oral en las 24 horas previas a este ingreso/presentación"
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_fluid_oralvol,Volumen de rehidratación oral (mL/24 horas),,"Se refiere a líquidos de rehidratación oral (enteral), excluidos aquellos que el paciente consume de forma dietética no prescrita.","En caso afirmativo, registre la cantidad de líquidos de rehidratación oral administrados en las 24 horas anteriores a esta admisión/presentación."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood,Transfusión de sangre/productos sanguíneos,"1, sí | 0, No | 99, Desconocido","Esto se refiere a una transfusión de sangre completa o productos sanguíneos como concentrados de glóbulos rojos, plaquetas, plasma fresco congelado, crioprecipitado, concentrado de fibrinógeno, granulocitos, etc. Excluye la transfusión de inmunoglobulina humana intravenosa.","Indique 'Sí', si el paciente recibió transfusión de hemoderivados en las 24 horas previas a este ingreso/presentación"
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_type,Seleccione todos los productos sanguíneos que se administraron.,"1, Plaquetas | 2, crioprecipitado | 3, sangre entera | 4, Plasma fresco congelado | 5, concentrado de fibrinógeno | 6, RBC empaquetados (concentrado de glóbulos rojos)","Plaquetas se refiere a la transferencia de plaquetas sanguíneas de un donante a un receptor o la reinfusión al donante. El crioprecipitado se refiere a un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina. La sangre completa se refiere a la administración intravenosa de sangre completa (sangre que contiene plasma y glóbulos rojos) a un individuo. Los glóbulos rojos empaquetados se refieren a los glóbulos rojos de una unidad de sangre completa después de la eliminación de la mayor parte del plasma, dejando una unidad con un hematocrito de aproximadamente el 6%. El plasma fresco congelado se refiere al plasma que se separa de la sangre completa y se congela rápidamente después de una donación de sangre para usarse en transfusiones de sangre. El concentrado de fibrinógeno es un agente hemostático utilizado para el tratamiento de episodios hemorrágicos agudos en pacientes con deficiencia congénita de fibrinógeno, incluidas la afibrinogenemia y la hipofibrinogenemia.",Seleccionar la(s) opción(es) más adecuada(s) correspondiente(s) al(los) hemoderivado(s) que fueron administrados en las 24 horas previas a este ingreso/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_plate,Plaquetas (unidades/24 horas),,Plaquetas se refiere a la transferencia de plaquetas sanguíneas de un donante a un receptor o la reinfusión al donante.,Registre la cantidad de unidades que recibió el paciente en las 24 horas previas a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_cryo,Crioprecipitado (unidades/24 horas),,"El crioprecipitado se refiere a un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina. El crioprecipitado se refiere a un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina.",Registre la cantidad de unidades que recibió el paciente en las 24 horas anteriores a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_whole,Volumen de sangre total (unidades/24 horas),,La sangre completa se refiere a la administración intravenosa de sangre completa (sangre que contiene plasma y glóbulos rojos) a un individuo.,Registre la cantidad de unidades que recibió el paciente en las 24 horas anteriores a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_plasma,Plasma fresco congelado (unidades/24 horas),,El plasma fresco congelado se refiere al plasma que se separa de la sangre completa y se congela rápidamente después de una donación de sangre para usarse en transfusiones de sangre.,Registre la cantidad de unidades que recibió el paciente en las 24 horas anteriores a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_fibrin,Concentrado de fibrinógeno (unidades/24 horas),,"El concentrado de fibrinógeno es un agente hemostático utilizado para el tratamiento de episodios hemorrágicos agudos en pacientes con deficiencia congénita de fibrinógeno, incluidas la afibrinogenemia y la hipofibrinogenemia.",Registre la cantidad de unidades que recibió el paciente en las 24 horas anteriores a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_blood_rcc,Envasados ​​de glóbulos rojos (concentrado de glóbulos rojos) (unidades/24 horas),,"Los glóbulos rojos empaquetados se refieren a los glóbulos rojos de una unidad de sangre completa después de la eliminación de la mayor parte del plasma, dejando una unidad con un hematocrito de aproximadamente el 6%.",Registre la cantidad de unidades que recibió el paciente en las 24 horas anteriores a este ingreso/presentación en mililitros (mL).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antihypertensive,Antihipertensivos,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier sustancia utilizada en el tratamiento de la hipertensión aguda o crónica, independientemente de su mecanismo farmacológico. Algunos ejemplos son: inhibidores de la ECA (lisinopril [Zestril], enalapril [Vasotec], ramipril [Altace], captopril); bloqueadores de los receptores de la angiotensina (losartán [Cozaar], valsartán [Diovan], irbesartán [Avapro], olmesartán [Benicar]); betabloqueantes (metoprolol [Lopressor], carvedilol (Coreg), bisoprolol, atenolol); bloqueadores de los canales de calcio (amlodipino (Norvasc), diltiazem (Cardizem), verapamilo); diuréticos (furosemida (Lasix), espironolactona (Aldactone), hidroclorotiazida (HCTZ)).",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antidiabetic,Medicamentos antidiabéticos,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier sustancia utilizada para reducir la hiperglucemia o tratar trastornos asociados con la diabetes. Algunos ejemplos son: metformina (Glucophage); inhibidores de SGLT2 (empagliflozina (Jardiance), dapagliflozina (Farxiga), canagliflozina (Invokana)); inhibidores de DPP-4 (sitagliptina (Januvia), linagliptina (Tradjenta), saxagliptina (Onglyza)); agonistas del receptor del GLP-1 (liraglutida (Victoza), semaglutida (Ozempic), dulaglutida (Trulicity)); insulinas (glargina (Lantus), aspart (NovoLog), lispro (Humalog), detemir (Levemir))",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_lipidlowering,Fármacos hipolipemiantes,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier sustancia utilizada para reducir los niveles de determinados lípidos en la sangre en el tratamiento de hiperlipidemias. Algunos ejemplos son: estatinas (atorvastatina (Lipitor), rosuvastatina (Crestor), simvastatina (Zocor), pravastatina (Pravachol)); ezetimiba (Zetia)",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antireflux,Medicamentos contra el reflujo u otros medicamentos gastrointestinales,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier sustancia utilizada en el tratamiento del reflujo gástrico para prevenir el reflujo del contenido ácido del estómago hacia el esófago, u otros fármacos tomados para dolencias del sistema gastrointestinal. Algunos ejemplos son: Inhibidores de la bomba de protones (omeprazol (Prilosec), pantoprazol (Protonix), esomeprazol (Nexium), lansoprazol (Prevacid)); antagonistas de los receptores H2 (ranitidina (Zantac), famotidina (Pepcid))",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antidepress,Antidepresivos y ansiolíticos,"1, Sí | 0, No | 99, Desconocido","Los antidepresivos son fármacos que estimulan el estado de ánimo y se utilizan principalmente en el tratamiento de trastornos afectivos y afecciones relacionadas. Los ansiolíticos son fármacos utilizados para tratar los trastornos de ansiedad. Algunos ejemplos son: inhibidores selectivos de la recaptación de serotonina (sertralina (Zoloft), citalopram (Celexa), fluoxetina (Prozac), escitalopram (Lexapro)); Inhibidores de la recaptación de serotonina y norepinefrina (venlafaxina (Effexor), duloxetina (Cymbalta)); Benzodiazepinas (lorazepam (Ativan), diazepam (Valium), alprazolam (Xanax))",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antiepileptic,Antiepilépticos,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier sustancia utilizada para detener, prevenir o controlar las convulsiones. Algunos ejemplos son: Levetiracetam (Keppra), valproato (Depakote), carbamazepina (Tegretol), lamotrigina (Lamictal).",Indique «Sí» si el paciente ha tomado este medicamento en los 14 días anteriores a este ingreso/consulta más reciente.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_herb,Tratamiento a base de hierbas o tradicional,"1, Sí | 0, No | 99, Desconocido","El tratamiento a base de hierbas o tradicional se refiere a las hierbas, los materiales herbales, los preparados a base de hierbas y los productos herbales terminados que contienen como ingredientes activos partes de plantas, así como otros conocimientos, habilidades y prácticas basados en las teorías, creencias y experiencias indígenas de diferentes culturas que se utilizan para tratar enfermedades físicas o mentales.",Indique «Sí» si el paciente ha tomado un «tratamiento a base de hierbas o tradicional» en los 14 días anteriores a este ingreso/consulta más reciente.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_herbreas,Especifique el principio activo del tratamiento a base de hierbas o tradicional,,Se refiere a los componentes farmacéuticamente activos de un preparado de medicamentos a base de hierbas o tradicionales.,"Si la respuesta es «Sí», especifique el componente o componentes farmacéuticamente activos de un preparado a base de hierbas o medicamentos tradicionales."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_hivprep,PrEP/PEP para el VIH,"1, Sí | 0, No | 99, Desconocido",Se refiere a la profilaxis previa a la exposición (PrEP) y a la profilaxis posterior a la exposición (PEP) para prevenir el VIH.,"Indique «Sí» si el paciente ha recibido terapia antirretroviral, con fines de PrEP y PEP para prevenir el VIH, en los 14 días anteriores a esta última admisión/presentación."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antimalarial,Medicamentos antipalúdicos,"1, sí | 0, No | 99, Desconocido",Esto se refiere a los medicamentos utilizados para tratar la malaria.,"Indique 'Sí', si el paciente ha tomado un medicamento antipalúdico en los 14 días anteriores a este ingreso/presentación más reciente."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antimalarial_type,Seleccionar medicamentos antipalúdicos,"1, arteméter-lumefantrina (Coartem, Riamet) | 2, cloroquina (Aralen, Resochin) | 3, Hidroxicloroquina (Plaquenil) | 4, Quinina (Qualaquin) | 5, primaquina | 6, sulfadoxina | 7, pirimetamina (Fansidar) | 8, Artesunato | 88, otro",Esto se refiere a los medicamentos utilizados para tratar la malaria.,Seleccione el(los) antipalúdico(s) recetado(s) o tomado(s) por el paciente en los 14 días anteriores a este ingreso/presentación más reciente (seleccione todos los que correspondan).
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_antimalarial_type_oth,Especificar otros medicamentos antipalúdicos.,,Esto se refiere a los medicamentos utilizados para tratar la malaria.,"Si es ""Otro"", especifique otros medicamentos antipalúdicos, no enumerados anteriormente, que fueron recetados o tomados por el paciente en los 14 días anteriores a esta admisión/presentación más reciente."
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_chemo,Quimioterapia contra el cáncer,"1, Sí | 0, No | 99, Desconocido",Se refiere a los antecedentes de exposición a quimioterapia contra el cáncer en los 14 días anteriores a esta última admisión/presentación.,Indique «Sí» si el paciente tiene antecedentes de exposición a quimioterapia contra el cáncer en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_unlisted,Otros medicamentos dirigidos a patógenos,"1, Sí | 0, No | 99, Desconocido","Se refiere a otros medicamentos dirigidos contra patógenos, no enumerados anteriormente.",Indique «Sí» si se han tomado medicamentos dirigidos contra patógenos (distintos de los especificados anteriormente) en los 14 días anteriores a esta última admisión/presentación.
presentación,MEDICACIÓN ANTES DE ESTA HOSPITALIZACIÓN,drug14_unlisted_type,Especifique otros medicamentos dirigidos a patógenos,,Se refiere a otros medicamentos dirigidos contra patógenos que no figuran en la lista anterior.,Indique «Sí» si se han tomado medicamentos dirigidos contra patógenos (distintos de los especificados anteriormente) en los 14 días anteriores a esta última admisión/presentación.
presentación,VACUNACIÓN,vacci_covid19,Vacunado contra la COVID-19 (alguna vez),"1, Sí | 0, No | 99, Desconocido","¿Ha recibido alguna vez una vacuna contra el SARS-Cov-2? Algunos ejemplos son Spikevax (Moderna), Comirnaty (Pfizer/BioNTech), Nuvaxovid (Novavax), Vaxzevria (AstraZeneca/Oxford), Janssen COVID-19 Vaccine (Johnson & Johnson) y Valneva (Valneva).",Indique «Sí» si el paciente ha recibido alguna vez una vacuna dirigida contra el SARS-Cov-2.
presentación,VACUNACIÓN,vacci_covid19_date1,Fecha de la primera vacuna contra la COVID-19,,"Se refiere a la fecha en la que se recibió la primera dosis de la vacuna contra la COVID-19 en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, se puede estimar.","Escriba la fecha de la primera vacuna contra la COVID-19 en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_covid19_type1,Tipo de primera vacuna contra la COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidad de Oxford (Covishield en India) | 3, Moderna | 4, Novavax |5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconocido | 0, Otros, especifique",Se refiere al tipo de la primera vacuna contra la COVID-19 que recibió el paciente.,Seleccione el tipo de primera vacuna contra la COVID-19.
presentación,VACUNACIÓN,vacci_covid19_type1_oth,Especifique otro tipo de vacuna contra la COVID-19,,Se refiere al tipo de la primera vacuna contra la COVID-19 que recibió el paciente.,"Si es «Otra», especifique el tipo de vacuna contra la COVID-19."
presentación,VACUNACIÓN,vacci_covid19_date2,Fecha de la segunda vacuna contra la COVID-19,,"Se refiere a la fecha en la que se recibió la segunda dosis de la vacuna contra la COVID-19 en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, se debe estimar.","Escriba la fecha de la segunda vacuna contra la COVID-19 en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_covid19_type2,Tipo de segunda vacuna contra la COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidad de Oxford (Covishield en India) | 3, Moderna | 4, Novavax |5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconocido | 0, Otros, especifique",Se refiere al tipo de segunda vacuna contra la COVID-19 que recibió el paciente.,Seleccione el tipo de segunda vacuna contra la COVID-19.
presentación,VACUNACIÓN,vacci_covid19_type2_oth,Especifique otro tipo de vacuna contra la COVID-19,,Se refiere al tipo de segunda vacuna contra la COVID-19 que recibió el paciente.,"Si es «Otro», especifique el tipo de vacuna contra la COVID-19."
presentación,VACUNACIÓN,vacci_covid19_date3,Fecha de la tercera vacuna contra la COVID-19,,"Se refiere a la fecha en la que se recibió la tercera dosis de la vacuna contra la COVID-19 en formato DD/MM/AAAA. Si se desconoce la fecha exacta, se puede estimar.","Escriba la fecha de la tercera vacuna contra la COVID-19 en el formato DD/MM/AAAA. Si no se conoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_covid19_type3,Tipo de tercera vacuna contra la COVID-19,"1, Pfizer/BioNTech | 2, AstraZeneca/Universidad de Oxford (Covishield en India) | 3, Moderna | 4, Novavax |5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconocido | 0, Otros, especifique",Se refiere al tipo de tercera vacuna contra la COVID-19 que recibió el paciente.,Seleccione el tipo de tercera vacuna contra la COVID-19.
presentación,VACUNACIÓN,vacci_covid19_type3_oth,Especifique otro tipo de vacuna contra la COVID-19,,Se refiere al tipo de tercera vacuna contra la COVID-19 que recibió el paciente.,"Si es «Otro», especifique el tipo de vacuna contra la COVID-19."
presentación,VACUNACIÓN,vacci_covid19_lastdate,Fecha de la vacuna contra la COVID-19 más reciente,,"Se refiere a la fecha en la que se recibió la vacuna contra la COVID-19 más reciente, en formato DD/MM/AAAA. Si se desconoce la fecha exacta, se debe estimar.","Escriba la fecha de la vacuna contra la COVID-19 más reciente en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_covid19_lasttype,Tipo de vacuna contra la COVID-19 más reciente," 1, Pfizer/BioNTech | 2, AstraZeneca/Universidad de Oxford (Covishield en India) | 3, Moderna | 4, Novavax |5, Janssen (Johnson & Johnson) | 6, Sinopharm | 7, Sinovac | 8, Sputnik V | 9, Covaxin | 10, CanSinoBIO | 99, Desconocido | 88, Otros",Se refiere al tipo de vacuna contra la COVID-19 más reciente que recibió el paciente.,Seleccione el tipo de vacuna contra la COVID-19 más reciente.
presentación,VACUNACIÓN,vacci_covid19_lasttype_oth,Especifique otro tipo de vacuna contra la COVID-19,,Se refiere al tipo de vacuna contra la COVID-19 más reciente que recibió el paciente.,"Si es «Otra», especifique el tipo de vacuna contra la COVID-19."
presentación,VACUNACIÓN,vacci_influenza,Vacunado contra la gripe estacional (alguna vez),"1, Sí | 0, No | 99, Desconocido",¿Ha recibido alguna vez una vacuna contra la gripe estacional?,Indique «Sí» si el paciente ha recibido alguna vez una vacuna contra la gripe estacional.
presentación,VACUNACIÓN,vacci_influenza_date,Fecha de la vacuna contra la gripe estacional más reciente,,Se refiere a la fecha de la vacuna contra la gripe estacional más reciente.,"Escriba la fecha de la vacuna contra la gripe estacional más reciente en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación.  "
presentación,VACUNACIÓN,vacci_influenza_type,Tipo de última vacuna contra la gripe," 1, Vacuna inactivada contra la gripe (IIV) | 2, Vacuna viva atenuada contra la gripe (LAIV) | 3, Vacuna recombinante contra la gripe (RIV) | 4, Vacuna celular contra la gripe (ccIIV) | 5, Vacuna contra la gripe basada en huevos | 6, Vacunas contra la gripe basadas en ARNm (tecnología emergente) | 99, Desconocida | 88, Otras",Se refiere al tipo de la vacuna contra la gripe estacional más reciente.,Seleccione la opción más adecuada que represente el tipo de vacuna contra la gripe estacional más reciente.
presentación,VACUNACIÓN,vacci_influenza_type_oth,Especifique el tipo de vacuna contra la gripe,,Se refiere al tipo de la vacuna contra la gripe estacional más reciente.,"Si es «Otra», especifique el tipo de vacuna contra la gripe estacional más reciente."
presentación,VACUNACIÓN,vacci_aviinflu,Vacunado contra la gripe aviar,"1, Sí | 0, No | 99, Desconocido",¿Ha recibido alguna vez una vacuna contra la gripe aviar?,Indique «Sí» si el paciente ha recibido alguna vez una vacuna contra la gripe aviar.
presentación,VACUNACIÓN,vacci_aviinflu_date,Fecha de la última vacuna contra la gripe aviar,,Se refiere a la fecha de la vacuna contra la gripe aviar más reciente.,"Escriba la fecha de la vacuna contra la gripe aviar más reciente en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación.  "
presentación,VACUNACIÓN,vacci_aviinflu_type,Tipo de última vacuna contra la gripe aviar,"1, Cuadriivalente, recombinante | 2, Cuadriivalente, inactivada con adyuvante | 3, Cuadriivalente, dosis alta | 4, Cuadriivalente, basada en células | 5, Influenza Tetra MYL | 6, Trivalente, recombinante | 7, Trivalente, dosis alta | 8, Trivalente, inactivada con adyuvante | 9, Trivalente, intranasal | 10, H5N1 (Audenz, Aflunov) | 99, Desconocido | 88, Otros",Se refiere al tipo de la vacuna contra la gripe aviar más reciente.,Seleccione la opción más adecuada que represente el tipo de vacuna contra la gripe aviar más reciente.
presentación,VACUNACIÓN,vacci_aviinflu_type_oth,Especifique el tipo de vacuna contra la gripe aviar,,Se refiere al tipo de la vacuna contra la gripe aviar más reciente.,"Si es «Otra», especifique el tipo de vacuna contra la gripe aviar más reciente."
presentación,VACUNACIÓN,vacci_rsv,Vacunado contra el virus respiratorio sincitial (VRS),"1, Sí | 0, No | 99, Desconocido",¿Ha recibido alguna vez una vacuna contra la gripe aviar?,Indique «Sí» si el paciente ha recibido alguna vez una vacuna contra el VRS.
presentación,VACUNACIÓN,vacci_rsv_date,Fecha de la última vacuna contra el virus respiratorio sincitial (VRS),,Se refiere a la fecha de la vacuna contra la gripe aviar más reciente.,"Escriba la fecha de la vacuna contra el VRS más reciente en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación.  "
presentación,VACUNACIÓN,vacci_rsv_type,Tipo de última vacuna contra el virus respiratorio sincitial (VRS),"1, Abrysvo (Pfizer) | 2, Arexvy (GlaxoSmithKline) | 3, mResvia (Moderna) | 99, Desconocido | 88, Otros",Se refiere al tipo de vacuna contra el virus respiratorio sincitial (VRS) más reciente.,Seleccione la opción más adecuada que represente el tipo de vacuna contra el virus respiratorio sincitial (VRS) más reciente.
presentación,VACUNACIÓN,vacci_rsv_type_oth,Especifique el tipo de vacuna contra el virus respiratorio sincitial (VRS),,Se refiere al tipo de vacuna contra el virus respiratorio sincitial (VRS) más reciente.,"Si es «Otro», especifique el tipo de vacuna contra el virus respiratorio sincitial (VRS) más reciente."
presentación,VACUNACIÓN,vacci_pneumococo,Vacunado contra la enfermedad neumocócica,"1, Sí | 0, No | 99, Desconocido",¿Alguna vez ha recibido una vacuna contra el neumococo (Streptococcus pneumoniae)?,Indique «Sí» si el paciente ha recibido alguna vez una vacuna contra el neumococo.
presentación,VACUNACIÓN,vacci_pneumococo_date,Fecha de la vacuna más reciente contra la enfermedad neumocócica,,Se refiere a la fecha de la vacuna neumocócica más reciente.,"Escriba la fecha de la vacuna antineumocócica más reciente en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_dengue,Vacunado contra el dengue,"1, SÍ-una vez | 2, SÍ-dos veces | 3, SÍ-tres veces | 0, No | 99, Desconocido",Se refiere a si el paciente ha recibido alguna vez la vacuna contra el dengue antes de este episodio de la enfermedad y al número de vacunas contra el dengue recibidas anteriormente.,Seleccione la opción más adecuada que indique si el paciente ha recibido alguna vez la vacuna contra el dengue antes de este episodio de la enfermedad y el número de vacunas contra el dengue recibidas anteriormente.
presentación,VACUNACIÓN,vacci_dengue_date1,Fecha de la primera vacuna contra el dengue,,"Se refiere a la fecha en la que se recibió la primera dosis de la vacuna contra el dengue en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, se puede estimar.","Escriba la fecha en la que se recibió la primera dosis de la vacuna en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación.  "
presentación,VACUNACIÓN,vacci_dengue_type1,Tipo de la primera vacuna contra el dengue,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",Se refiere al tipo de la primera vacuna contra el dengue que recibió el paciente.,Seleccione la opción más adecuada que represente el tipo de primera vacuna contra el dengue que recibió el paciente.
presentación,VACUNACIÓN,vacci_dengue_date2,Fecha de la segunda vacuna contra el dengue,,"Se refiere a la fecha en que se recibió la segunda dosis de la vacuna contra el dengue en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, estimarla.","Escriba la fecha en la que se administró la segunda dosis de la vacuna en el formato DD/MM/AAAA. Si se desconoce la fecha exacta, haga una estimación."
presentación,VACUNACIÓN,vacci_dengue_type2,Tipo de la segunda vacuna contra el dengue,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",Se refiere al tipo de segunda vacuna contra el dengue que recibió el paciente.,Seleccione la opción más adecuada que represente el tipo de segunda vacuna contra el dengue que recibió el paciente.
